Input,ID,Total Funding Accumulated,starFactor,Citation Count
scientistIncentives exploration 0.8,1,5,-0.6000000000000001,4
scientistIncentives exploration 0.8,3,9,-1.0909090909090908,6
scientistIncentives exploration 0.8,6,5,-1.1666666666666667,4
scientistIncentives exploration 0.8,9,7,0.75,5
scientistIncentives exploration 0.8,12,1,-2.0,1
scientistIncentives exploration 0.8,17,1,-2.0,3
scientistIncentives exploration 0.8,24,7,8.5,7
scientistIncentives exploration 0.8,29,5,-0.7272727272727271,7
scientistIncentives exploration 0.8,32,8,-0.44444444444444464,8
scientistIncentives exploration 0.8,34,4,-1.0,8
scientistIncentives exploration 0.8,36,3,-2.0,6
scientistIncentives exploration 0.8,42,4,0.3333333333333335,1
scientistIncentives exploration 0.8,44,6,-1.4,10
scientistIncentives exploration 0.8,49,5,2.0,3
scientistIncentives exploration 0.8,52,1,-0.5,3
scientistIncentives exploration 0.8,55,5,0.3333333333333335,4
scientistIncentives exploration 0.8,58,8,-1.1666666666666667,16
scientistIncentives exploration 0.8,64,3,-0.3999999999999999,4
scientistIncentives exploration 0.8,66,9,-0.5625,14
scientistIncentives exploration 0.8,68,6,-1.1428571428571428,5
scientistIncentives exploration 0.8,2,8,20.0,8
scientistIncentives exploration 0.8,10,4,0.25,6
scientistIncentives exploration 0.8,25,0,-0.2857142857142856,10
scientistIncentives exploration 0.8,30,2,-1.7,8
scientistIncentives exploration 0.8,33,10,-1.6428571428571428,4
scientistIncentives exploration 0.8,37,10,-1.0909090909090908,4
scientistIncentives exploration 0.8,40,21.10041912384745,-0.6669804441592122,22
scientistIncentives exploration 0.8,43,3,-1.1666666666666667,4
scientistIncentives exploration 0.8,53,4,-1.75,2
scientistIncentives exploration 0.8,59,4,-0.5,2
scientistIncentives exploration 0.8,65,3,9.0,2
scientistIncentives exploration 0.8,69,4,-1.4545454545454546,10
scientistIncentives exploration 0.8,71,9,-0.2999999999999998,7
scientistIncentives exploration 0.8,74,6,-1.125,1
scientistIncentives exploration 0.8,76,5,0.0,6
scientistIncentives exploration 0.8,78,10,-0.9166666666666665,13
scientistIncentives exploration 0.8,80,0,1.5,7
scientistIncentives exploration 0.8,84,3,-0.8571428571428572,8
scientistIncentives exploration 0.8,15,20.992657845877225,-0.08516435592213689,24
scientistIncentives exploration 0.8,28,25.89261315993658,0.1873251771764699,30
scientistIncentives exploration 0.8,35,7,-1.0,3
scientistIncentives exploration 0.8,45,9,-1.4666666666666666,7
scientistIncentives exploration 0.8,48,31.13116504672417,0.4387922800659818,30
scientistIncentives exploration 0.8,56,28.22808132872361,0.06397776196882532,30
scientistIncentives exploration 0.8,63,9.299069322666343,-0.9010892011735132,18
scientistIncentives exploration 0.8,75,9,12.0,2
scientistIncentives exploration 0.8,88,3,-0.7000000000000002,10
scientistIncentives exploration 0.8,92,10,-1.4285714285714286,7
scientistIncentives exploration 0.8,95,5,8.0,3
scientistIncentives exploration 0.8,4,22.89210138836177,-0.47688633616974885,21
scientistIncentives exploration 0.8,11,30.005686414782026,0.06231395723406408,32
scientistIncentives exploration 0.8,67,9,-0.6000000000000001,19
scientistIncentives exploration 0.8,77,10,-1.25,1
scientistIncentives exploration 0.8,81,23.487404529778964,0.03145193377938593,29
scientistIncentives exploration 0.8,89,2,9.0,4
scientistIncentives exploration 0.8,91,22.487404529778964,-0.3633366600812624,33
scientistIncentives exploration 0.8,99,5,2.0,3
scientistIncentives exploration 0.8,101,3,22.0,11
scientistIncentives exploration 0.8,103,2,-2.125,3
scientistIncentives exploration 0.8,108,6,1.5,5
scientistIncentives exploration 0.8,19,28.495693240551958,-0.02885502057669509,32
scientistIncentives exploration 0.8,54,15.546643114899851,-0.7544932063085845,20
scientistIncentives exploration 0.8,93,4,-1.0769230769230769,17
scientistIncentives exploration 0.8,100,6,3.0,7
scientistIncentives exploration 0.8,110,4,-0.7999999999999998,14
scientistIncentives exploration 0.8,114,1,4.0,8
scientistIncentives exploration 0.8,39,16.731550122751813,-0.7521231240512916,19
scientistIncentives exploration 0.8,57,16.7556157967463,0.6498038104057762,29
scientistIncentives exploration 0.8,70,25.82964624455886,-0.5006604494736786,22
scientistIncentives exploration 0.8,83,25.104579651348352,0.14479022225482074,35
scientistIncentives exploration 0.8,90,27.776036089760673,-0.24508073890922955,34
scientistIncentives exploration 0.8,111,10,-1.125,10
scientistIncentives exploration 0.8,116,2,-0.6363636363636362,10
scientistIncentives exploration 0.8,119,2,-0.2999999999999998,11
scientistIncentives exploration 0.8,122,7,1.2000000000000002,8
scientistIncentives exploration 0.8,124,5,-0.44444444444444464,7
scientistIncentives exploration 0.8,7,12.76643816025946,-0.8102934150013987,29
scientistIncentives exploration 0.8,14,15.489576667757412,-0.031133024283640953,29
scientistIncentives exploration 0.8,21,20.822629518812168,-0.5603234126663108,20
scientistIncentives exploration 0.8,79,9.80567859311322,-1.4562210074242923,12
scientistIncentives exploration 0.8,96,9.424745721544863,-1.054220618042432,23
scientistIncentives exploration 0.8,125,5,0.16666666666666652,9
scientistIncentives exploration 0.8,129,7,-1.3846153846153846,11
scientistIncentives exploration 0.8,131,2,-0.7999999999999998,12
scientistIncentives exploration 0.8,5,9.756456820334327,0.7554150286250567,18
scientistIncentives exploration 0.8,13,15.83147882054513,-1.1066645048805772,19
scientistIncentives exploration 0.8,22,9.655626980964021,-0.06363412493350884,23
scientistIncentives exploration 0.8,86,9.456475042542877,-1.1120059397168758,17
scientistIncentives exploration 0.8,123,30.85501033339202,-0.24421505378056185,27
scientistIncentives exploration 0.8,134,5,16.0,3
scientistIncentives exploration 0.8,136,8,-1.0,5
scientistIncentives exploration 0.8,0,21.82996931073457,0.22644888697830234,28
scientistIncentives exploration 0.8,16,19.37119217527209,0.6877917466180419,29
scientistIncentives exploration 0.8,50,9.999463719786512,-0.27679998042826925,10
scientistIncentives exploration 0.8,102,24.21929712737293,-0.602909247927641,21
scientistIncentives exploration 0.8,105,14.399061514032104,-0.38716429679900255,26
scientistIncentives exploration 0.8,126,2,-1.1428571428571428,3
scientistIncentives exploration 0.8,141,3,-1.5,11
scientistIncentives exploration 0.8,145,10,-0.8666666666666667,15
scientistIncentives exploration 0.8,147,9,0.0,5
scientistIncentives exploration 0.8,149,1,-0.7999999999999998,6
scientistIncentives exploration 0.8,26,22.80017673393215,-0.2232152291779168,26
scientistIncentives exploration 0.8,85,12.454847218030249,-0.5423954546867948,30
scientistIncentives exploration 0.8,104,9.52323459964631,-1.6923897856245451,7
scientistIncentives exploration 0.8,117,17.921143495598674,-0.4987642688217937,29
scientistIncentives exploration 0.8,128,26.573863512322017,-0.8177218950125065,20
scientistIncentives exploration 0.8,148,1,-1.0,5
scientistIncentives exploration 0.8,152,0,8.0,1
scientistIncentives exploration 0.8,156,2,1.0,6
scientistIncentives exploration 0.8,158,3,-0.4285714285714284,8
scientistIncentives exploration 0.8,20,9.908061266733947,0.8315539572410033,9
scientistIncentives exploration 0.8,27,12.001831580362076,-0.8719106031089323,14
scientistIncentives exploration 0.8,47,12.83572190038697,-0.5755070864733076,24
scientistIncentives exploration 0.8,143,24.430074375856897,-0.6631789948832378,22
scientistIncentives exploration 0.8,160,8,-0.17647058823529393,20
scientistIncentives exploration 0.8,163,7,-1.2666666666666666,6
scientistIncentives exploration 0.8,165,10,-1.1428571428571428,15
scientistIncentives exploration 0.8,8,24.317833858342983,0.37965600452105264,24
scientistIncentives exploration 0.8,38,18.846465661748994,-0.8200261461239995,32
scientistIncentives exploration 0.8,46,13.211054422943048,-0.8200317925677694,18
scientistIncentives exploration 0.8,60,18.60721115625804,-0.38557088604904255,29
scientistIncentives exploration 0.8,62,15.790038996265483,-0.1089926295656336,17
scientistIncentives exploration 0.8,98,9.849805243260953,-0.5520743077047805,27
scientistIncentives exploration 0.8,121,27.341970726339976,-0.12783228112771905,31
scientistIncentives exploration 0.8,161,8,-1.2941176470588236,12
scientistIncentives exploration 0.8,164,0,-1.5,4
scientistIncentives exploration 0.8,167,4,-2.0,6
scientistIncentives exploration 0.8,171,9,-0.125,17
scientistIncentives exploration 0.8,174,2,-1.9090909090909092,3
scientistIncentives exploration 0.8,176,4,-1.4166666666666667,12
scientistIncentives exploration 0.8,178,2,-1.2222222222222223,12
scientistIncentives exploration 0.8,97,19.444735248018794,-0.9343167953431237,24
scientistIncentives exploration 0.8,120,15.230826349330723,-0.5559481861151441,32
scientistIncentives exploration 0.8,150,16.056805021780082,-0.7863101757973951,27
scientistIncentives exploration 0.8,177,1,-1.2,1
scientistIncentives exploration 0.8,182,2,-1.4444444444444444,7
scientistIncentives exploration 0.8,185,1,-1.0,3
scientistIncentives exploration 0.8,107,22.96412942987755,-1.0702869331514326,17
scientistIncentives exploration 0.8,113,9.220657449091005,-1.455633254303983,5
scientistIncentives exploration 0.8,153,19.39368904636687,-0.3738178222884123,30
scientistIncentives exploration 0.8,157,24.37687274352771,-0.49735367430141686,24
scientistIncentives exploration 0.8,183,0,-1.2,3
scientistIncentives exploration 0.8,186,10,-1.4375,8
scientistIncentives exploration 0.8,188,2,-0.75,3
scientistIncentives exploration 0.8,190,7,1.4000000000000004,6
scientistIncentives exploration 0.8,192,2,-1.0,9
scientistIncentives exploration 0.8,194,6,-0.2999999999999998,14
scientistIncentives exploration 0.8,196,10,-0.5,18
scientistIncentives exploration 0.8,51,15.685316293156898,-0.7463031534728901,19
scientistIncentives exploration 0.8,94,21.35822770197713,-0.3185129024806961,28
scientistIncentives exploration 0.8,118,18.696950816810944,-0.8345926340296739,19
scientistIncentives exploration 0.8,175,23.833191004104467,-0.6180620770106269,31
scientistIncentives exploration 0.8,189,6,-1.0,3
scientistIncentives exploration 0.8,197,1,1.666666666666667,6
scientistIncentives exploration 0.8,199,10,-1.3333333333333333,1
scientistIncentives exploration 0.8,202,4,-0.6666666666666665,9
scientistIncentives exploration 0.8,204,1,-1.0,5
scientistIncentives exploration 0.8,23,10.827887751364665,-0.9043890152218954,18
scientistIncentives exploration 0.8,41,18.069082357814523,-0.7181322054000594,23
scientistIncentives exploration 0.8,72,13.265284932465745,-1.1513757390615653,15
scientistIncentives exploration 0.8,82,9.664606224112436,-1.051973642338953,7
scientistIncentives exploration 0.8,115,15.72107373155044,-1.2522061096981143,15
scientistIncentives exploration 0.8,132,9.798867804520688,-1.1045192744338663,21
scientistIncentives exploration 0.8,138,11.843128416683626,-1.2194368342434292,25
scientistIncentives exploration 0.8,146,17.771020171655774,-0.7346720074621969,31
scientistIncentives exploration 0.8,154,27.16238396934137,-0.3758577423769802,26
scientistIncentives exploration 0.8,159,22.95541302561412,-0.5416370887086095,21
scientistIncentives exploration 0.8,173,20.521146217707113,-0.8793927077313164,26
scientistIncentives exploration 0.8,180,25.039250194285323,-0.4025093151969279,24
scientistIncentives exploration 0.8,191,2,4.0,3
scientistIncentives exploration 0.8,195,26.306034761114116,-0.2779445753729415,34
scientistIncentives exploration 0.8,200,7,-0.5,5
scientistIncentives exploration 0.8,205,0,-1.8181818181818181,8
scientistIncentives exploration 0.8,207,6,-1.4,13
scientistIncentives exploration 0.8,209,1,-1.0,6
scientistIncentives exploration 0.8,211,4,-1.4,9
scientistIncentives exploration 0.8,216,7,-0.3999999999999999,4
scientistIncentives exploration 0.8,219,5,1.5,1
scientistIncentives exploration 0.8,221,5,-0.7692307692307692,8
scientistIncentives exploration 0.8,226,5,-2.0,2
scientistIncentives exploration 0.8,18,16.26607369120807,-0.5865999435912936,9
scientistIncentives exploration 0.8,87,13.113230676599327,-0.4239435650495018,27
scientistIncentives exploration 0.8,109,20.87989266413941,-0.8850028560341139,23
scientistIncentives exploration 0.8,130,9.911148686443934,-1.2208989894250322,15
scientistIncentives exploration 0.8,135,10.984224997120323,-1.4390993275167336,16
scientistIncentives exploration 0.8,140,15.169343385998442,-1.112532278551214,26
scientistIncentives exploration 0.8,181,28.835217706530806,-0.5533303539420023,28
scientistIncentives exploration 0.8,198,8,-0.5384615384615383,9
scientistIncentives exploration 0.8,206,30.37021000639105,-0.4064572702875737,28
scientistIncentives exploration 0.8,212,6,16.0,6
scientistIncentives exploration 0.8,222,7,3.0,2
scientistIncentives exploration 0.8,228,32.50608032912556,-0.2739973730070191,24
scientistIncentives exploration 0.8,231,6,-0.5555555555555554,4
scientistIncentives exploration 0.8,233,10,-1.0625,11
scientistIncentives exploration 0.8,236,2,-1.5,2
scientistIncentives exploration 0.8,238,2,-0.2857142857142856,8
scientistIncentives exploration 0.8,243,7,-1.3,9
scientistIncentives exploration 0.8,245,3,5.0,8
scientistIncentives exploration 0.8,247,2,0.3999999999999999,6
scientistIncentives exploration 0.8,106,10.684228661538738,-1.5331987805147405,17
scientistIncentives exploration 0.8,137,18.400812867487243,-0.9293267283235407,25
scientistIncentives exploration 0.8,155,9.970209933792937,-0.6681264208319071,13
scientistIncentives exploration 0.8,187,30.318942625656412,-0.7315684226043162,22
scientistIncentives exploration 0.8,208,6,5.0,9
scientistIncentives exploration 0.8,237,7,-0.8461538461538463,16
scientistIncentives exploration 0.8,246,2,-0.7999999999999998,6
scientistIncentives exploration 0.8,252,1,-0.22222222222222232,11
scientistIncentives exploration 0.8,254,4,6.5,7
scientistIncentives exploration 0.8,256,3,-0.8999999999999999,8
scientistIncentives exploration 0.8,112,9.748147753420808,-1.2537418949813608,20
scientistIncentives exploration 0.8,144,10.420454149719795,-1.2235273684043375,19
scientistIncentives exploration 0.8,168,9.604651787391013,-1.3077562284363524,12
scientistIncentives exploration 0.8,193,30.333280456465577,-0.15053418617260794,26
scientistIncentives exploration 0.8,239,4,-0.7999999999999998,5
scientistIncentives exploration 0.8,242,24.56936684422137,-0.4976000250100401,28
scientistIncentives exploration 0.8,248,10,-1.1111111111111112,9
scientistIncentives exploration 0.8,253,2,-1.8333333333333333,3
scientistIncentives exploration 0.8,257,3,-1.7142857142857142,3
scientistIncentives exploration 0.8,259,6,2.0,6
scientistIncentives exploration 0.8,261,1,-1.8181818181818181,1
scientistIncentives exploration 0.8,265,1,-0.7999999999999998,6
scientistIncentives exploration 0.8,267,8,-0.11111111111111116,8
scientistIncentives exploration 0.8,269,5,-1.375,4
