Input,ID,Total Funding Accumulated,starFactor,Citation Count
scientistIncentives citation 0.6,0,2,3.0,2
scientistIncentives citation 0.6,2,0,1.666666666666667,7
scientistIncentives citation 0.6,4,0,-1.3333333333333333,7
scientistIncentives citation 0.6,8,3,-0.9090909090909092,12
scientistIncentives citation 0.6,11,10,-0.0588235294117645,21
scientistIncentives citation 0.6,14,10,-0.8571428571428572,19
scientistIncentives citation 0.6,19,3,-0.8333333333333335,2
scientistIncentives citation 0.6,21,6,0.0,16
scientistIncentives citation 0.6,24,7,-1.0588235294117647,7
scientistIncentives citation 0.6,26,6,-0.5,5
scientistIncentives citation 0.6,29,1,0.5,4
scientistIncentives citation 0.6,31,3,-1.1666666666666667,4
scientistIncentives citation 0.6,33,5,-0.9230769230769229,11
scientistIncentives citation 0.6,35,5,1.4000000000000004,8
scientistIncentives citation 0.6,37,4,6.0,5
scientistIncentives citation 0.6,42,2,-1.0833333333333333,10
scientistIncentives citation 0.6,50,6,-1.3333333333333333,4
scientistIncentives citation 0.6,52,9,-0.6470588235294117,18
scientistIncentives citation 0.6,56,10,-0.7000000000000002,6
scientistIncentives citation 0.6,61,6,0.0,4
scientistIncentives citation 0.6,63,5,-0.3333333333333335,4
scientistIncentives citation 0.6,69,7,2.0,7
scientistIncentives citation 0.6,71,3,-2.142857142857143,1
scientistIncentives citation 0.6,3,3,-0.75,4
scientistIncentives citation 0.6,9,5,2.5,5
scientistIncentives citation 0.6,12,2,-0.3999999999999999,4
scientistIncentives citation 0.6,15,5,-1.1875,8
scientistIncentives citation 0.6,22,5,1.0,5
scientistIncentives citation 0.6,25,5,1.333333333333333,3
scientistIncentives citation 0.6,32,6,-1.3333333333333333,14
scientistIncentives citation 0.6,43,9,24.0,8
scientistIncentives citation 0.6,53,4,-1.8,6
scientistIncentives citation 0.6,55,24.689156959075007,-0.19962422502881827,26
scientistIncentives citation 0.6,62,6,13.0,9
scientistIncentives citation 0.6,67,28.24690884261999,0.07826775641309691,33
scientistIncentives citation 0.6,70,2,-1.1428571428571428,7
scientistIncentives citation 0.6,73,0,-2.0,2
scientistIncentives citation 0.6,78,0,-1.1,12
scientistIncentives citation 0.6,82,10,-0.8095238095238093,18
scientistIncentives citation 0.6,86,8,-0.9473684210526314,9
scientistIncentives citation 0.6,88,5,-1.2857142857142858,4
scientistIncentives citation 0.6,1,28.094791633736346,-0.02136824758204492,28
scientistIncentives citation 0.6,27,9,-1.4705882352941178,10
scientistIncentives citation 0.6,34,3,-0.5,2
scientistIncentives citation 0.6,40,26.811540428443855,-0.05420629324808601,32
scientistIncentives citation 0.6,72,7,-0.6428571428571428,15
scientistIncentives citation 0.6,81,31.182661307652474,-0.15456014542451157,28
scientistIncentives citation 0.6,87,9,-0.08333333333333348,11
scientistIncentives citation 0.6,91,3,-0.8333333333333335,4
scientistIncentives citation 0.6,93,0,1.5,3
scientistIncentives citation 0.6,95,1,0.3333333333333335,4
scientistIncentives citation 0.6,98,6,-0.9230769230769229,16
scientistIncentives citation 0.6,101,2,-1.75,7
scientistIncentives citation 0.6,5,10,-0.20000000000000018,14
scientistIncentives citation 0.6,54,9.608680199798828,-0.5210558510918548,17
scientistIncentives citation 0.6,68,9.352983946031182,0.9352992884409455,20
scientistIncentives citation 0.6,76,9.63262075299785,-0.6932075653346303,9
scientistIncentives citation 0.6,84,25.156550488314746,-0.31751708081310426,28
scientistIncentives citation 0.6,89,1,-1.2,1
scientistIncentives citation 0.6,99,2,-1.6363636363636365,4
scientistIncentives citation 0.6,102,5,-1.0,10
scientistIncentives citation 0.6,108,8,-1.3333333333333333,4
scientistIncentives citation 0.6,110,5,0.6666666666666665,7
scientistIncentives citation 0.6,13,9.57515803082721,-0.7698797587018502,20
scientistIncentives citation 0.6,36,17.156555167893984,-0.6397059297135099,37
scientistIncentives citation 0.6,46,9.494245022261275,-1.7080756732419216,9
scientistIncentives citation 0.6,64,30.46642144566866,-0.08172834034803866,27
scientistIncentives citation 0.6,77,29.41094940902365,-0.27406165652556114,23
scientistIncentives citation 0.6,96,21.000007301386223,-0.32258040963270274,34
scientistIncentives citation 0.6,100,25.014479719861317,-0.12791720692184017,33
scientistIncentives citation 0.6,104,23.466418823861677,-0.01721229582039774,36
scientistIncentives citation 0.6,111,1,1.0,5
scientistIncentives citation 0.6,116,3,-1.5714285714285714,4
scientistIncentives citation 0.6,118,9,-1.2352941176470589,9
scientistIncentives citation 0.6,123,2,-1.6363636363636365,10
scientistIncentives citation 0.6,20,9.058492518167881,-1.3800385673890525,6
scientistIncentives citation 0.6,75,9.057829505145223,-0.987723220038641,14
scientistIncentives citation 0.6,83,9.000007982218017,-0.3333328011854655,22
scientistIncentives citation 0.6,97,9.01448702124754,-0.5231154997759435,27
scientistIncentives citation 0.6,119,2,-1.4545454545454546,11
scientistIncentives citation 0.6,125,7,-0.8888888888888888,19
scientistIncentives citation 0.6,127,2,-2.3333333333333335,3
scientistIncentives citation 0.6,57,9.000003320301127,-0.9374997409151997,11
scientistIncentives citation 0.6,106,9.000007999880365,-0.31249950000747706,22
