Input,ID,Total Funding Accumulated,starFactor,Citation Count
scientistIncentives exploration 0.2,0,6,-1.1428571428571428,2
scientistIncentives exploration 0.2,2,6,1.0,8
scientistIncentives exploration 0.2,5,9,-0.7894736842105261,13
scientistIncentives exploration 0.2,10,8,-1.2222222222222223,15
scientistIncentives exploration 0.2,12,10,-1.0,9
scientistIncentives exploration 0.2,14,10,-0.7142857142857144,2
scientistIncentives exploration 0.2,18,5,1.666666666666667,7
scientistIncentives exploration 0.2,20,7,-0.7272727272727271,13
scientistIncentives exploration 0.2,22,8,-1.3846153846153846,3
scientistIncentives exploration 0.2,25,10,0.0,11
scientistIncentives exploration 0.2,27,10,-0.625,5
scientistIncentives exploration 0.2,29,1,-1.1666666666666667,2
scientistIncentives exploration 0.2,32,8,2.0,2
scientistIncentives exploration 0.2,34,2,0.75,8
scientistIncentives exploration 0.2,37,2,1.0,3
scientistIncentives exploration 0.2,40,3,8.0,5
scientistIncentives exploration 0.2,42,2,-1.2222222222222223,11
scientistIncentives exploration 0.2,45,6,1.0,5
scientistIncentives exploration 0.2,47,2,-1.7777777777777777,3
scientistIncentives exploration 0.2,50,7,-1.1176470588235294,14
scientistIncentives exploration 0.2,55,5,-1.25,14
scientistIncentives exploration 0.2,60,1,-0.6000000000000001,8
scientistIncentives exploration 0.2,63,5,0.5,6
scientistIncentives exploration 0.2,69,0,-1.1666666666666667,7
scientistIncentives exploration 0.2,71,4,0.16666666666666652,10
scientistIncentives exploration 0.2,3,5,-0.2857142857142856,7
scientistIncentives exploration 0.2,13,8,-0.3999999999999999,18
scientistIncentives exploration 0.2,23,1,-1.3,12
scientistIncentives exploration 0.2,30,10,-0.8571428571428572,19
scientistIncentives exploration 0.2,33,10,-0.4117647058823528,13
scientistIncentives exploration 0.2,41,3,-0.6666666666666665,6
scientistIncentives exploration 0.2,46,6,1.333333333333333,3
scientistIncentives exploration 0.2,51,10,-1.4444444444444444,2
scientistIncentives exploration 0.2,61,4,-1.2666666666666666,5
scientistIncentives exploration 0.2,64,1,0.75,8
scientistIncentives exploration 0.2,70,9,-0.4285714285714284,1
scientistIncentives exploration 0.2,75,2,-0.875,4
scientistIncentives exploration 0.2,78,4,3.333333333333333,9
scientistIncentives exploration 0.2,80,10,-0.8500000000000001,13
scientistIncentives exploration 0.2,82,8,3.0,1
scientistIncentives exploration 0.2,84,5,-1.1666666666666667,1
scientistIncentives exploration 0.2,88,6,1.0,5
scientistIncentives exploration 0.2,91,8,3.666666666666667,8
scientistIncentives exploration 0.2,15,4,-0.5454545454545454,14
scientistIncentives exploration 0.2,43,2,3.0,9
scientistIncentives exploration 0.2,48,6,1.0,8
scientistIncentives exploration 0.2,54,18.204860620002815,-0.0640957981663064,32
scientistIncentives exploration 0.2,66,31.406885970274544,-0.4293087491551115,23
scientistIncentives exploration 0.2,76,0,-1.1666666666666667,6
scientistIncentives exploration 0.2,79,3,-1.3333333333333333,2
scientistIncentives exploration 0.2,83,2,2.333333333333333,5
scientistIncentives exploration 0.2,89,8,-0.4285714285714284,5
scientistIncentives exploration 0.2,92,0,3.5,3
scientistIncentives exploration 0.2,100,1,1.5,1
scientistIncentives exploration 0.2,9,9.519988258772829,0.019036354602822048,3
scientistIncentives exploration 0.2,49,27.90771417771276,0.1621766642089848,27
