Input,ID,Total Funding Accumulated,starFactor,Citation Count
scientistIncentives funding 0.2,0,2,-0.20000000000000018,5
scientistIncentives funding 0.2,3,4,1.5,8
scientistIncentives funding 0.2,6,10,-0.5384615384615383,13
scientistIncentives funding 0.2,11,4,-0.3333333333333335,12
scientistIncentives funding 0.2,17,3,1.2000000000000002,9
scientistIncentives funding 0.2,21,0,-2.2857142857142856,2
scientistIncentives funding 0.2,24,6,9.0,5
scientistIncentives funding 0.2,29,2,-1.0,10
scientistIncentives funding 0.2,32,10,-1.6,2
scientistIncentives funding 0.2,40,2,0.6000000000000001,7
scientistIncentives funding 0.2,42,2,3.0,4
scientistIncentives funding 0.2,45,6,-1.2352941176470589,13
scientistIncentives funding 0.2,48,3,-1.1,2
scientistIncentives funding 0.2,56,6,-1.2307692307692308,7
scientistIncentives funding 0.2,59,1,-2.111111111111111,2
scientistIncentives funding 0.2,63,2,5.0,8
scientistIncentives funding 0.2,65,8,-0.3999999999999999,4
scientistIncentives funding 0.2,25,8,-0.3333333333333335,11
scientistIncentives funding 0.2,34,27.16385004762364,-0.38130528544422493,30
scientistIncentives funding 0.2,37,20.293820542469682,-0.2460425463083089,31
scientistIncentives funding 0.2,41,10,-0.8461538461538463,6
scientistIncentives funding 0.2,46,1,9.0,1
scientistIncentives funding 0.2,49,5,3.666666666666667,9
scientistIncentives funding 0.2,53,32.55162995192439,0.2523281063741787,31
scientistIncentives funding 0.2,57,0,-0.3333333333333335,2
scientistIncentives funding 0.2,64,4,-2.4545454545454546,1
scientistIncentives funding 0.2,68,9,0.75,12
scientistIncentives funding 0.2,72,4,-1.3846153846153846,10
scientistIncentives funding 0.2,74,2,-0.5454545454545454,10
scientistIncentives funding 0.2,76,2,10.0,2
scientistIncentives funding 0.2,14,9.425462419053993,-0.8536760441679196,15
scientistIncentives funding 0.2,36,26.695532372407612,0.12278646768465329,31
scientistIncentives funding 0.2,43,1,-1.4,4
scientistIncentives funding 0.2,69,6,16.0,2
scientistIncentives funding 0.2,73,6,0.75,2
scientistIncentives funding 0.2,77,2,-0.5,3
scientistIncentives funding 0.2,80,7,1.0,4
scientistIncentives funding 0.2,83,7,-0.4615384615384617,11
scientistIncentives funding 0.2,85,8,0.3999999999999999,7
scientistIncentives funding 0.2,9,9.427285914055403,-0.7419069476870268,21
scientistIncentives funding 0.2,23,23.169295165893594,-0.7057375994623292,21
scientistIncentives funding 0.2,31,25.92147431495681,-0.2083760524456406,23
scientistIncentives funding 0.2,44,9.615931160797597,-0.37680731684469215,19
scientistIncentives funding 0.2,51,29.285583934279117,0.9516772200807169,27
scientistIncentives funding 0.2,55,9.870545689882666,-0.5334328079678357,15
scientistIncentives funding 0.2,61,23.778061043159653,-0.0967952961900771,29
scientistIncentives funding 0.2,66,28.97409698743702,-0.3196672825529401,21
scientistIncentives funding 0.2,70,28.736780989519808,0.17272610085572104,30
scientistIncentives funding 0.2,75,2,2.5,4
scientistIncentives funding 0.2,89,4,-1.3333333333333333,12
scientistIncentives funding 0.2,93,9,4.5,4
scientistIncentives funding 0.2,95,1,11.0,6
scientistIncentives funding 0.2,97,9,-0.5333333333333332,9
scientistIncentives funding 0.2,99,1,-0.20000000000000018,9
scientistIncentives funding 0.2,103,4,-1.3333333333333333,3
scientistIncentives funding 0.2,4,20.114088144439556,-0.20958893304730042,28
scientistIncentives funding 0.2,8,9.840878172492737,0.11058142996963971,14
scientistIncentives funding 0.2,18,19.305150441226928,-0.5451428257700224,21
scientistIncentives funding 0.2,71,24.420565684890825,-0.2234819587998862,29
scientistIncentives funding 0.2,81,31.192987545929952,-0.17080875517058214,21
scientistIncentives funding 0.2,84,23.78347574458076,-0.23446712373642464,23
scientistIncentives funding 0.2,87,9.34188985869355,-0.1799292063102289,11
scientistIncentives funding 0.2,94,5,-1.1538461538461537,9
scientistIncentives funding 0.2,105,2,0.3333333333333335,6
scientistIncentives funding 0.2,107,1,-1.0909090909090908,8
scientistIncentives funding 0.2,112,1,-0.6000000000000001,9
scientistIncentives funding 0.2,115,8,-1.0,10
scientistIncentives funding 0.2,12,9.890904649657466,-0.45019565115467497,15
scientistIncentives funding 0.2,50,18.35761841823979,-0.2508610680421208,26
scientistIncentives funding 0.2,91,30.08624882066561,0.3618111938107904,32
scientistIncentives funding 0.2,106,0,-0.16666666666666652,7
scientistIncentives funding 0.2,119,2,4.5,9
scientistIncentives funding 0.2,13,19.037843939119277,-0.3912020152562987,25
scientistIncentives funding 0.2,16,22.403780335632337,-0.3772639826453732,29
scientistIncentives funding 0.2,58,16.444107619247898,-0.8658182305911271,19
scientistIncentives funding 0.2,88,20.37942885184266,-0.34059711514042723,29
scientistIncentives funding 0.2,108,7,-1.1666666666666667,18
scientistIncentives funding 0.2,120,10,11.0,3
scientistIncentives funding 0.2,122,8,-0.4285714285714284,3
scientistIncentives funding 0.2,125,5,-1.8125,6
scientistIncentives funding 0.2,128,5,-1.7857142857142858,8
scientistIncentives funding 0.2,1,13.252083461083062,-0.4896080050524607,19
scientistIncentives funding 0.2,10,25.579408182359884,0.03373213321667157,27
scientistIncentives funding 0.2,30,23.587130772154758,0.5173419967229069,27
scientistIncentives funding 0.2,60,17.430474531286922,-0.7517098342640902,28
scientistIncentives funding 0.2,109,9.90249922036077,-0.9076831857624765,7
scientistIncentives funding 0.2,113,9.911713927593631,-1.1177970729999729,14
scientistIncentives funding 0.2,116,24.412823779439414,-0.3127903939990415,23
scientistIncentives funding 0.2,131,3,3.0,3
scientistIncentives funding 0.2,134,0,-2.0,4
scientistIncentives funding 0.2,136,9,0.2999999999999998,11
scientistIncentives funding 0.2,138,7,-1.6,5
scientistIncentives funding 0.2,140,8,-0.5454545454545454,4
scientistIncentives funding 0.2,142,9,-0.9090909090909092,9
scientistIncentives funding 0.2,27,14.234059403229617,-0.5723160134388161,21
scientistIncentives funding 0.2,35,23.786243227427697,-0.1147643227591435,26
scientistIncentives funding 0.2,78,21.03375722942284,0.08271299299124557,30
scientistIncentives funding 0.2,82,28.443796222884657,-0.6699027013585472,21
scientistIncentives funding 0.2,104,9.774796090299573,-0.4048169701986284,20
scientistIncentives funding 0.2,124,9.257378219660415,-0.9878999804899857,13
scientistIncentives funding 0.2,132,9,-0.1875,20
scientistIncentives funding 0.2,135,1,-0.5,3
scientistIncentives funding 0.2,141,4,-1.5833333333333333,9
scientistIncentives funding 0.2,144,10,-0.4615384615384617,11
scientistIncentives funding 0.2,151,5,-1.1428571428571428,2
scientistIncentives funding 0.2,153,7,-0.9285714285714284,16
scientistIncentives funding 0.2,155,2,-2.1,5
scientistIncentives funding 0.2,26,21.660233754772843,-0.6277934150152724,20
scientistIncentives funding 0.2,33,18.60509999124028,-0.8359970403266752,28
scientistIncentives funding 0.2,67,9.921694439451452,-0.9059680867277011,23
scientistIncentives funding 0.2,111,12.394766677214449,-0.7798992453826985,27
scientistIncentives funding 0.2,137,2,-1.8888888888888888,5
scientistIncentives funding 0.2,143,3,-0.7999999999999998,1
scientistIncentives funding 0.2,152,3,3.5,2
scientistIncentives funding 0.2,156,4,3.0,2
scientistIncentives funding 0.2,158,5,-0.6923076923076925,16
scientistIncentives funding 0.2,162,9,-0.5714285714285716,7
scientistIncentives funding 0.2,164,6,-1.5555555555555556,4
scientistIncentives funding 0.2,166,5,2.666666666666667,7
scientistIncentives funding 0.2,20,13.510705954459656,-0.5563869246112558,20
scientistIncentives funding 0.2,96,19.499768414868065,-0.4807912438623392,28
scientistIncentives funding 0.2,101,20.664528896354685,-0.029950395291126863,33
scientistIncentives funding 0.2,146,9.921669483897716,-0.8252913994598732,2
scientistIncentives funding 0.2,154,5,0.0,5
scientistIncentives funding 0.2,160,23.594715241259152,-0.6258270646948909,27
scientistIncentives funding 0.2,165,7,1.0,6
scientistIncentives funding 0.2,170,7,-1.3571428571428572,7
scientistIncentives funding 0.2,2,11.14142524566546,-0.42946747660415063,24
scientistIncentives funding 0.2,19,14.161035348940445,-0.6022127870570948,31
scientistIncentives funding 0.2,102,9.991684823694852,-0.8145306840742794,16
scientistIncentives funding 0.2,114,15.38085403612206,-0.7384065001462949,32
scientistIncentives funding 0.2,145,31.718254896382568,0.28901013908850537,29
