Input,Location,Funds,Payoff Extracted,Remaining Payoff,Total Payoff
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(0, 0)",495.0495049504951,4.999591247952136,0.00040875204786386957,5
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(0, 1)",495.0495049504951,25.999999999972427,1.0763159028907146e-08,26
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(0, 2)",495.0495049504951,29.999992724507933,9.508354958154054e-06,30
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(0, 3)",495.0495049504951,17.99999999515936,1.64390291901746e-05,18
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(0, 4)",495.0495049504951,23.999999356970473,9.3647180363063e-12,24
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(0, 5)",495.0495049504951,23.999999897221823,1.2475680737950308e-08,24
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(0, 6)",495.0495049504951,13.999999999929454,9.645722546090589e-12,14
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(0, 7)",495.0495049504951,20.999999999484068,4.37834675108031e-14,21
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(0, 8)",495.0495049504951,19.99999997706709,5.1145138306822707e-08,20
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(0, 9)",495.0495049504951,5.999999999891166,2.2900920476010734e-14,6
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(1, 0)",495.0495049504951,24.99999998923684,2.757305376032162e-11,25
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(1, 1)",495.0495049504951,26.999979249572025,2.07504279752348e-05,27
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(1, 2)",495.0495049504951,4.99999999997849,0,5
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(1, 3)",495.0495049504951,9.999999992338841,3.3591424226870454e-05,10
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(1, 4)",495.0495049504951,25.9999999999918,0.00011176409844549161,26
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(1, 5)",495.0495049504951,3.0,0,3
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(1, 6)",495.0495049504951,28.999999998252157,7.558275694983935e-13,29
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(1, 7)",495.0495049504951,0,2.4283122272066984e-09,0
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(1, 8)",495.0495049504951,13.999999999999186,2.339153704495964e-10,14
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(1, 9)",495.0495049504951,8.999999999848802,3.409617152859784e-11,9
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(2, 0)",495.0495049504951,21.999990491645043,7.275492065853927e-06,22
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(2, 1)",495.0495049504951,0,2.150999455078463e-11,0
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(2, 2)",495.0495049504951,0,0,0
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(2, 3)",495.0495049504951,20.999999816741724,3.317962312303733e-13,21
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(2, 4)",495.0495049504951,7.999970487170749,5.493934478699126e-14,8
"scientistIncentives payoff 0, scientistIncentives citation 0.33, scientistIncentives exploration 0.33, scientistIncentives funding 0.33","(2, 5)",495.0495049504951,8.999999999999979,5.9038993836204325e-05,9
