Input,ID,Total Funding Accumulated,starFactor,Citation Count
scientistIncentives exploration 0.4,0,6,-1.0,2
scientistIncentives exploration 0.4,3,5,5.0,5
scientistIncentives exploration 0.4,10,2,-0.8571428571428572,7
scientistIncentives exploration 0.4,13,3,-2.0,1
scientistIncentives exploration 0.4,15,8,-0.8823529411764706,17
scientistIncentives exploration 0.4,17,1,-1.8,2
scientistIncentives exploration 0.4,19,7,0.0,2
scientistIncentives exploration 0.4,28,3,2.333333333333333,6
scientistIncentives exploration 0.4,30,10,-1.4166666666666667,7
scientistIncentives exploration 0.4,32,8,2.0,2
scientistIncentives exploration 0.4,34,0,-1.3333333333333333,3
scientistIncentives exploration 0.4,37,10,-0.75,3
scientistIncentives exploration 0.4,40,8,-0.6842105263157894,20
scientistIncentives exploration 0.4,48,5,0.25,7
scientistIncentives exploration 0.4,50,4,-0.8461538461538463,14
scientistIncentives exploration 0.4,52,2,-1.0,4
scientistIncentives exploration 0.4,55,8,-0.3333333333333335,13
scientistIncentives exploration 0.4,57,4,-1.1666666666666667,3
scientistIncentives exploration 0.4,59,8,-0.3333333333333335,7
scientistIncentives exploration 0.4,61,6,3.0,6
scientistIncentives exploration 0.4,66,4,6.0,2
scientistIncentives exploration 0.4,68,6,3.333333333333333,8
scientistIncentives exploration 0.4,71,4,0.3333333333333335,7
scientistIncentives exploration 0.4,4,2,-1.7777777777777777,4
scientistIncentives exploration 0.4,11,9,9.0,6
scientistIncentives exploration 0.4,14,7,-0.8999999999999999,13
scientistIncentives exploration 0.4,18,1,-1.6,12
scientistIncentives exploration 0.4,29,8,-0.5714285714285716,10
scientistIncentives exploration 0.4,35,10,-0.5789473684210527,17
scientistIncentives exploration 0.4,38,7,0.75,6
scientistIncentives exploration 0.4,41,8,-1.1666666666666667,10
scientistIncentives exploration 0.4,53,6,0.75,6
scientistIncentives exploration 0.4,58,1,-1.125,12
scientistIncentives exploration 0.4,62,9,-1.1111111111111112,10
scientistIncentives exploration 0.4,65,27.187608889752,0.36193254585553314,20
scientistIncentives exploration 0.4,72,3,0.0,3
scientistIncentives exploration 0.4,74,1,0.0,3
scientistIncentives exploration 0.4,77,4,-0.3999999999999999,5
scientistIncentives exploration 0.4,80,4,-0.5,1
scientistIncentives exploration 0.4,82,6,14.0,1
scientistIncentives exploration 0.4,85,9,-1.3,10
scientistIncentives exploration 0.4,89,1,3.0,8
scientistIncentives exploration 0.4,16,6,0.20000000000000018,7
scientistIncentives exploration 0.4,22,20.769891904497044,0.3530780688530326,27
scientistIncentives exploration 0.4,51,21.675305506382706,-0.7423513933942529,23
scientistIncentives exploration 0.4,73,6,-1.1111111111111112,2
scientistIncentives exploration 0.4,76,28.712341172925733,0.06869107617964687,27
scientistIncentives exploration 0.4,94,5,-0.5,3
scientistIncentives exploration 0.4,97,1,-1.25,3
scientistIncentives exploration 0.4,44,26.265633011424082,0.15289960611642428,20
scientistIncentives exploration 0.4,64,9.76065003911942,-0.5005532739168586,13
scientistIncentives exploration 0.4,75,3,0.3333333333333335,2
scientistIncentives exploration 0.4,79,30.858884058244918,0.2603533431957077,23
scientistIncentives exploration 0.4,95,3,-0.3999999999999999,7
scientistIncentives exploration 0.4,102,10,-0.38888888888888884,19
scientistIncentives exploration 0.4,104,7,-0.6000000000000001,1
scientistIncentives exploration 0.4,56,17.05810412427191,0.04826623549003717,35
scientistIncentives exploration 0.4,78,10,-1.0588235294117647,12
scientistIncentives exploration 0.4,103,3,-1.1818181818181819,15
scientistIncentives exploration 0.4,106,1,17.0,8
scientistIncentives exploration 0.4,21,9.880167088560741,-0.5882580350647615,12
scientistIncentives exploration 0.4,45,28.48831094362746,0.11136601801738077,22
scientistIncentives exploration 0.4,87,18.066400117154323,-0.46556323518202136,20
scientistIncentives exploration 0.4,107,1,-1.6666666666666667,2
scientistIncentives exploration 0.4,112,9,-1.6666666666666667,5
scientistIncentives exploration 0.4,5,14.26853633456046,-0.4744556701765079,30
scientistIncentives exploration 0.4,90,9.44260609051138,-1.3929195257408573,15
scientistIncentives exploration 0.4,99,9.991603810385763,-0.3066868974603061,18
scientistIncentives exploration 0.4,113,8,2.333333333333333,6
scientistIncentives exploration 0.4,118,7,-0.3571428571428572,18
scientistIncentives exploration 0.4,12,9.373417202846115,-0.5281552468334523,25
scientistIncentives exploration 0.4,36,19.04836190595576,-0.2844748891780968,32
